gene_symbol,entrez_id,probe_name
UGT2B7,7364,A_23_P136671
UGT2B15,7366,CUST_2922_PI416261804
UGT2B17,7367,A_24_P17691
UGT2B17,7367,A_23_P501624
UCK2,7371,CUST_9916_PI416261804
UCK2,7371,A_23_P487
UMPS,7372,A_32_P203362
UMPS,7372,A_23_P6624
USP4,7375,A_23_P80891
USP4,7375,A_24_P291598
NR1H2,7376,A_23_P55926
NR1H2,7376,A_23_P67332
UPK2,7379,A_23_P64243
UPK2,7379,A_23_P64238
UPK3A,7380,CUST_81_PI416383280
UPK3A,7380,A_24_P348594
UQCRB,7381,CUST_6088_PI416261804
UQCRB,7381,A_23_P31671
UQCRC1,7384,CUST_10584_PI416261804
UQCRC1,7384,A_23_P132675
UQCRC2,7385,CUST_10444_PI416261804
UQCRC2,7385,A_23_P118002
UQCRFS1,7386,A_32_P61954
UQCRFS1,7386,A_23_P153586
UQCRH,7388,A_24_P102769
UQCRH,7388,CUST_10097_PI416261804
UROD,7389,CUST_245_PI417507815
UROD,7389,A_23_P63050
UROS,7390,CUST_77_PI417507815
UROS,7390,A_23_P35609
USF1,7391,CUST_11336_PI416261804
USF1,7391,A_23_P23646
USH2A,7399,A_23_P86301
CLRN1,7401,CUST_2_PI416566447
UTRN,7402,A_32_P524014
UTRN,7402,A_23_P214779
KDM6A,7403,CUST_14591_PI416261804
KDM6A,7403,A_23_P217304
UTY,7404,A_23_P160004
UTY,7404,A_23_P329835
UVRAG,7405,CUST_12091_PI416261804
UVRAG,7405,A_23_P33482
VARS,7407,CUST_7771_PI416261804
VARS,7407,A_23_P258714
VASP,7408,A_23_P119102
VASP,7408,A_32_P52144
VAV1,7409,CUST_12118_PI416261804
VAV1,7409,A_23_P38959
VBP1,7411,CUST_6839_PI416261804
VBP1,7411,A_23_P256223
VCL,7414,A_23_P202280
VCL,7414,A_24_P47182
VCP,7415,A_24_P127828
VCP,7415,A_24_P295412
VCP,7415,A_23_P83045
VDAC1,7416,CUST_2555_PI416261804
VDAC1,7416,A_23_P144816
VDAC2,7417,A_23_P75268
VDAC2,7417,A_32_P41292
VEGFB,7423,A_24_P55971
VEGFB,7423,A_23_P1594
VEGFC,7424,CUST_16849_PI416261804
VEGFC,7424,A_23_P167096
VGF,7425,CUST_6379_PI416261804
VGF,7425,A_24_P129326
VHL,7428,CUST_16025_PI416261804
VIL1,7429,A_24_P68214
VIL1,7429,A_23_P16866
VIPR1,7433,CUST_14339_PI416261804
VIPR1,7433,A_24_P105933
TCF15,6939,A_24_P199121
TCF15,6939,A_23_P254816
TCF15,6939,CUST_6523_PI416261804
ZNF354A,6940,CUST_1596_PI416261804
ZNF354A,6940,A_23_P60565
TCF21,6943,A_23_P156890
TCF21,6943,CUST_8502_PI416261804
VPS72,6944,CUST_4665_PI416261804
VPS72,6944,A_23_P115215
TCN1,6947,CUST_13548_PI416261804
TCN1,6947,A_23_P64372
TCN2,6948,A_23_P40611
TCP1,6950,A_32_P501400
TCP10,6953,A_24_P75157
TCP10,6953,CUST_5258_PI416261804
TCP11,6954,CUST_11176_PI416261804
TECTB,6975,CUST_751_PI416261804
TECTB,6975,A_23_P97826
TCTA,6988,A_24_P123166
TCTA,6988,A_23_P58002
DYNLT3,6990,A_24_P100368
DYNLT3,6990,A_24_P91852
DYNLT3,6990,A_23_P73577
PPP1R11,6992,A_24_P363315
PPP1R11,6992,A_23_P19437
DYNLT1,6993,A_32_P174680
DYNLT1,6993,A_23_P8185
TDGF1,6997,A_23_P366376
TDO2,6999,CUST_7921_PI416261804
TDO2,6999,A_23_P80974
PRDX2,7001,A_23_P142045
TEAD1,7003,A_23_P362893
TEAD1,7003,A_23_P429340
TEAD3,7005,A_23_P82002
TEAD3,7005,A_23_P82000
TEC,7006,A_23_P213114
TEC,7006,A_24_P37712
TECTA,7007,CUST_12339_PI416261804
TECTA,7007,A_23_P375354
TEF,7008,A_24_P151582
TEK,7010,CUST_15228_PI416261804
TEK,7010,A_23_P374695
TEP1,7011,A_23_P65481
TEP1,7011,A_24_P201973
TERF2,7014,CUST_190_PI417507815
TERF2,7014,A_23_P417200
TESK1,7016,A_24_P341882
TESK1,7016,A_23_P169178
TF,7018,A_32_P42137
TF,7018,A_23_P212508
TF,7018,A_23_P212500
TFAM,7019,A_23_P414771
TFAM,7019,A_23_P202258
TFAP2B,7021,CUST_15230_PI416261804
TFAP2B,7021,A_24_P20954
TFAP2C,7022,A_23_P120472
TFAP4,7023,CUST_9344_PI416261804
TFAP4,7023,A_23_P141092
TFCP2,7024,A_24_P112750
TFCP2,7024,A_24_P112747
TFCP2,7024,A_23_P347528
NR2F1,7025,CUST_1339_PI416573500
NR2F1,7025,A_23_P348737
NR2F1,7025,CUST_1381_PI416379584
TFDP2,7029,CUST_552_PI416573500
TFDP2,7029,CUST_568_PI416379584
TFE3,7030,CUST_12261_PI416261804
TFE3,7030,A_23_P84952
TFF1,7031,A_24_P322771
TFF1,7031,A_23_P68759
TFF2,7032,CUST_16321_PI416261804
TFF2,7032,A_23_P57364
TFF3,7033,A_24_P289208
TFF3,7033,A_23_P257296
TFF3,7033,A_23_P393099
TFPI,7035,A_23_P17095
TFR2,7036,CUST_14038_PI416261804
TFR2,7036,A_23_P122896
TG,7038,CUST_14018_PI416261804
TG,7038,A_23_P32454
TGFB3,7043,A_24_P373096
TGFB3,7043,A_32_P138178
TGFB3,7043,A_23_P88404
LEFTY2,7044,CUST_5948_PI416261804
LEFTY2,7044,A_23_P137573
TGFBI,7045,A_24_P610405
TGFBI,7045,A_23_P156327
TGFBR1,7046,A_23_P123943
TGM4,7047,A_24_P402238
TGM4,7047,A_23_P41241
TGFBR2,7048,A_23_P211957
TGFBR2,7048,A_23_P337242
TGFBR3,7049,CUST_15959_PI416261804
TGFBR3,7049,A_23_P200780
TGIF1,7050,CUST_14202_PI416261804
TGM1,7051,CUST_15921_PI416261804
TGM1,7051,A_23_P65618
TGM2,7052,CUST_13507_PI416261804
TGM2,7052,A_32_P86763
TGM3,7053,CUST_15510_PI416261804
TGM3,7053,A_23_P57118
THBD,7056,CUST_16638_PI416261804
THBD,7056,A_23_P91390
THBS1,7057,A_32_P17182
THBS1,7057,A_23_P206212
THBS1,7057,A_24_P142118
THBS2,7058,CUST_652_PI416408490
THBS2,7058,CUST_13952_PI416261804
THBS2,7058,A_24_P605612
THBS3,7059,CUST_5518_PI416261804
THBS3,7059,A_23_P201047
THBS4,7060,CUST_5497_PI416261804
THBS4,7060,A_24_P260443
THOP1,7064,CUST_7907_PI416261804
THOP1,7064,A_23_P28057
THPO,7066,A_24_P377124
THPO,7066,A_23_P121459
THRA,7067,A_23_P207742
THRSP,7069,A_23_P363954
THRSP,7069,A_23_P105212
THY1,7070,CUST_9781_PI416261804
THY1,7070,A_23_P36364
TIA1,7072,A_24_P417474
TIA1,7072,A_23_P90845
TIA1,7072,A_24_P405430
TIAM1,7074,A_32_P138666
TIAM1,7074,A_23_P17624
TIE1,7075,CUST_14634_PI416261804
TIE1,7075,A_23_P126416
TIMP1,7076,CUST_15142_PI416261804
TIMP1,7076,A_23_P62115
TIMP2,7077,CUST_12480_PI416261804
TIMP2,7077,A_23_P107401
TIMP3,7078,A_24_P33140
TIMP3,7078,A_23_P399078
TIMP4,7079,CUST_16079_PI416261804
TIMP4,7079,A_32_P70315
NKX2-1,7080,A_23_P37654
NKX2-1,7080,A_23_P49052
NKX2-1,7080,A_24_P40968
NKX2-1,7080,A_24_P184692
TK1,7083,CUST_14553_PI416261804
TK1,7083,A_23_P107421
TK2,7084,A_32_P166921
TK2,7084,A_23_P129443
TK2,7084,A_24_P219324
VIPR2,7434,A_23_P145978
VIPR2,7434,A_32_P153071
VPREB1,7441,CUST_9251_PI416261804
VPREB1,7441,A_23_P29152
VRK1,7443,CUST_12146_PI416261804
VRK1,7443,A_23_P76761
VSNL1,7447,CUST_16176_PI416261804
VSNL1,7447,A_23_P209978
VTN,7448,A_32_P216193
VTN,7448,A_23_P78099
VWF,7450,A_32_P150382
VWF,7450,A_23_P105562
WAS,7454,CUST_14007_PI416261804
WAS,7454,A_23_P96331
ZAN,7455,A_23_P82286
ZAN,7455,CUST_1053_PI416261804
EIF4H,7458,A_24_P149390
EIF4H,7458,A_24_P720202
CLIP2,7461,CUST_7081_PI416261804
CLIP2,7461,A_23_P215479
CORO2A,7464,A_23_P146444
CORO2A,7464,A_23_P135061
NSD2,7468,A_23_P307328
NELFA,7469,A_23_P213216
NELFA,7469,A_24_P83183
WNT1,7471,CUST_12919_PI416261804
WNT1,7471,A_23_P411157
WNT3,7473,CUST_10005_PI416261804
WNT3,7473,A_23_P130158
WNT5A,7474,A_23_P211926
WNT6,7475,A_24_P208513
WNT6,7475,A_32_P159877
WNT6,7475,A_23_P119916
WNT7A,7476,CUST_16282_PI416261804
WNT7A,7476,A_23_P258410
WNT7B,7477,A_24_P911607
WNT7B,7477,A_23_P320054
WNT8B,7479,CUST_762_PI416261804
WNT8B,7479,A_23_P52430
WNT10B,7480,CUST_13970_PI416261804
WNT10B,7480,A_23_P162322
WNT11,7481,A_24_P35643
WNT11,7481,A_24_P253003
WNT2B,7482,CUST_6640_PI416261804
WNT2B,7482,CUST_6639_PI416261804
WNT2B,7482,A_23_P138352
WNT9A,7483,CUST_759_PI416573500
WNT9A,7483,CUST_785_PI416379584
WNT9B,7484,CUST_16026_PI416261804
WNT9B,7484,A_23_P89587
WRN,7486,CUST_4632_PI416261804
WRN,7486,CUST_14859_PI416261804
WRN,7486,A_23_P250813
XBP1,7494,A_24_P100228
XBP1,7494,CUST_673_PI416408490
XBP1,7494,A_23_P120845
XDH,7498,CUST_56_PI417507815
XDH,7498,A_23_P39590
XIST,7503,CUST_14487_PI416261804
XIST,7503,A_24_P500584
XK,7504,CUST_5054_PI416261804
XK,7504,A_23_P45304
XPA,7507,CUST_14404_PI416261804
XPA,7507,A_23_P60283
XPNPEP2,7512,A_23_P83659
XPO1,7514,A_23_P40078
XPO1,7514,A_32_P92714
XRCC1,7515,CUST_16426_PI416261804
XRCC1,7515,A_23_P153692
XRCC2,7516,A_23_P134584
XRCC5,7520,A_32_P221832
XRCC5,7520,A_24_P345498
YES1,7525,A_23_P164507
YES1,7525,A_24_P48403
YY1,7528,CUST_17007_PI416261804
YY1,7528,A_24_P219140
YWHAB,7529,A_23_P500251
YWHAB,7529,A_23_P120414
YWHAG,7532,A_23_P123022
YWHAG,7532,A_24_P106681
YWHAH,7533,CUST_12254_PI416261804
YWHAH,7533,A_23_P103070
SF1,7536,CUST_12125_PI416261804
ZFP36,7538,CUST_16771_PI416261804
ZFP36,7538,A_23_P39237
ZFP37,7539,CUST_1780_PI416261804
MANF,7873,CUST_8530_PI416261804
MANF,7873,A_23_P132793
USP7,7874,A_24_P245108
USP7,7874,A_23_P49481
RAB7A,7879,CUST_10862_PI416261804
RAB7A,7879,A_24_P234572
SLBP,7884,CUST_12242_PI416261804
SLBP,7884,A_23_P7101
ST8SIA4,7903,A_23_P361984
REEP5,7905,A_32_P131377
REEP5,7905,A_23_P350045
DEK,7913,A_23_P254702
DEK,7913,CUST_12531_PI416261804
DEK,7913,CUST_12399_PI416261804
ALDH5A1,7915,A_24_P3761
ALDH5A1,7915,A_24_P923353
ALDH5A1,7915,A_24_P115007
GPANK1,7918,CUST_11254_PI416261804
GPANK1,7918,A_23_P133923
DDX39B,7919,A_24_P904903
DDX39B,7919,A_32_P28812
DDX39B,7919,A_32_P36192
ABHD16A,7920,CUST_10892_PI416261804
ABHD16A,7920,A_23_P156697
HSD17B8,7923,CUST_16481_PI416261804
HSD17B8,7923,A_23_P81973
OR2H2,7932,A_23_P307274
OR2H2,7932,A_23_P122485
NELFE,7936,A_23_P122545
NELFE,7936,A_24_P849628
PLA2G7,7941,CUST_15867_PI416261804
PLA2G7,7941,A_23_P145096
TFEB,7942,CUST_6520_PI416261804
TFEB,7942,A_23_P368729
EPM2A,7957,A_23_P170600
AIMP2,7965,CUST_7447_PI416261804
AIMP2,7965,A_23_P70991
MAFK,7975,A_23_P373598
MAFK,7975,A_23_P111698
FZD3,7976,CUST_9827_PI416261804
FZD3,7976,A_23_P347468
TFPI2,7980,CUST_15687_PI416261804
TFPI2,7980,A_23_P393620
ST7,7982,CUST_7218_PI416261804
ST7,7982,A_24_P141019
ST7,7982,A_23_P215735
ZNF212,7988,CUST_5749_PI416261804
ZNF212,7988,A_23_P415558
TUSC3,7991,A_24_P95154
UBXN8,7993,CUST_6177_PI416261804
UBXN8,7993,A_23_P157465
PSCA,8000,A_24_P201021
PSCA,8000,A_23_P71379
BRD3,8019,A_24_P32887
BRD3,8019,A_23_P216689
NUP214,8021,CUST_12378_PI416261804
NUP214,8021,A_23_P257091
STAM,8027,CUST_15342_PI416261804
STAM,8027,A_23_P1343
CUBN,8029,CUST_13236_PI416261804
CUBN,8029,A_23_P127027
CCDC6,8030,A_32_P110917
CCDC6,8030,A_32_P184279
NCOA4,8031,A_23_P86424
NCOA4,8031,A_23_P86421
SLC25A16,8034,CUST_1115_PI416261804
SLC25A16,8034,A_23_P423891
SHOC2,8036,CUST_6609_PI416261804
SHOC2,8036,A_23_P202565
ADAM12,8038,CUST_13342_PI416261804
ADAM12,8038,A_23_P202327
FOSL1,8061,A_23_P322519
FOSL1,8061,A_23_P161624
CUL5,8065,A_23_P203009
FGF23,8074,CUST_16329_PI416261804
FGF23,8074,A_23_P117095
MFAP5,8076,A_23_P87700
USP5,8078,CUST_14673_PI416261804
USP5,8078,A_23_P64954
KMT2D,8085,A_24_P212559
KMT2D,8085,A_23_P13711
AAAS,8086,CUST_12062_PI416261804
AAAS,8086,A_23_P64799
YEATS4,8089,CUST_11209_PI416261804
YEATS4,8089,A_23_P87591
HMGA2,8091,A_24_P85099
HMGA2,8091,A_23_P95930
ALX1,8092,CUST_10175_PI416261804
ALX1,8092,A_23_P83798
CDK2AP1,8099,A_23_P139486
PABPN1,8106,A_23_P128828
PABPN1,8106,A_32_P35311
PABPN1,8106,A_32_P42719
DPF3,8110,A_32_P17416
DPF3,8110,CUST_8895_PI416261804
GPR68,8111,A_24_P931443
GPR68,8111,A_23_P54243
TCL1A,8115,CUST_15900_PI416261804
AP3B2,8120,CUST_4840_PI416261804
AP3B2,8120,A_23_P77304
ANP32A,8125,A_23_P3242
ANP32A,8125,A_32_P186027
ST8SIA2,8128,A_24_P664850
ST8SIA2,8128,A_23_P117805
GAN,8139,CUST_9260_PI416261804
GAN,8139,A_23_P88873
SLC7A5,8140,A_23_P3792
SLC7A5,8140,A_32_P35839
SLC7A5,8140,A_24_P335620
TAF15,8148,CUST_16224_PI416261804
TAF15,8148,A_23_P159305
COIL,8161,CUST_11010_PI416261804
TUBG1,7283,A_23_P152768
TUFM,7284,CUST_12260_PI416261804
TUFM,7284,A_23_P9582
TULP1,7287,CUST_9155_PI416261804
TULP1,7287,A_23_P320021
TULP2,7288,CUST_2050_PI416261804
TULP2,7288,A_23_P55961
HIRA,7290,CUST_10894_PI416261804
HIRA,7290,A_23_P154938
TWIST1,7291,A_23_P71073
TWIST1,7291,A_23_P71067
TNFSF4,7292,CUST_15884_PI416261804
TNFSF4,7292,A_23_P126836
TNFRSF4,7293,CUST_14643_PI416261804
TNFRSF4,7293,A_32_P26092
TXK,7294,A_24_P921122
TXK,7294,A_23_P302018
TXN,7295,A_24_P175519
TXN,7295,A_23_P60248
TYK2,7297,A_23_P141917
TYK2,7297,A_23_P153311
TYMS,7298,CUST_16100_PI416261804
TYMS,7298,A_23_P50096
TYR,7299,A_23_P312505
TYR,7299,A_23_P35755
TYR,7299,A_32_P194062
TYRO3,7301,CUST_10266_PI416261804
TYRO3,7301,A_23_P54517
TYRP1,7306,CUST_16167_PI416261804
TYRP1,7306,A_23_P94403
UBA52,7311,A_24_P65779
UBA52,7311,A_23_P56195
UBA52,7311,A_32_P120534
UBA52,7311,A_24_P173325
UBA52,7311,A_23_P56188
UBC,7316,A_23_P329740
UBA1,7317,A_24_P237374
UBA1,7317,A_23_P137209
UBA7,7318,CUST_10868_PI416261804
UBA7,7318,A_23_P21207
UBE2A,7319,A_23_P148446
COIL,8161,A_23_P26729
AKAP1,8165,CUST_14503_PI416261804
AKAP1,8165,A_32_P132438
SLC14A2,8170,CUST_13375_PI416261804
SLC14A2,8170,A_23_P27353
MADCAM1,8174,A_24_P10731
MADCAM1,8174,A_23_P153616
SF3A2,8175,CUST_1690_PI416261804
SF3A2,8175,A_23_P90339
ELL,8178,A_23_P27936
ELL,8178,A_23_P16538
ELL,8178,A_23_P16537
ZNF239,8187,CUST_5200_PI416261804
SYMPK,8189,A_23_P78808
SYMPK,8189,CUST_826_PI416573500
SYMPK,8189,CUST_854_PI416379584
MIA,8190,CUST_8882_PI416261804
MIA,8190,A_23_P4714
CLPP,8192,CUST_14534_PI416261804
CLPP,8192,A_23_P4754
DPF1,8193,A_23_P119458
MKKS,8195,A_24_P100664
MKKS,8195,A_23_P79962
GDF5,8200,A_23_P259955
GDF5,8200,A_24_P859967
NRIP1,8204,CUST_9779_PI416261804
NRIP1,8204,A_23_P211007
CHAF1B,8208,CUST_2240_PI416261804
CHAF1B,8208,A_23_P57306
GATD3A,8209,A_32_P197432
GATD3A,8209,A_23_P109333
DGCR6,8214,A_24_P202948
LZTR1,8216,CUST_8993_PI416261804
LZTR1,8216,A_23_P57401
CLTCL1,8218,A_23_P143559
ESS2,8220,A_23_P40515
ESS2,8220,A_23_P102973
GTPBP6,8225,A_24_P358381
GTPBP6,8225,CUST_4479_PI416261804
GTPBP6,8225,A_23_P113523
PUDP,8226,CUST_7457_PI416261804
PUDP,8226,A_23_P254842
AKAP17A,8227,A_23_P342668
AKAP17A,8227,CUST_12340_PI416261804
ZRSR2,8233,CUST_13288_PI416261804
ZRSR2,8233,A_23_P85053
USP11,8237,A_23_P171366
USP11,8237,A_32_P16263
RBM10,8241,CUST_8961_PI416261804
RBM10,8241,A_23_P125815
SMC1A,8243,A_23_P217411
SMC1A,8243,A_24_P942604
NAA10,8260,CUST_16649_PI416261804
NAA10,8260,A_23_P148546
F8A1,8263,CUST_7142_PI416261804
F8A1,8263,CUST_11_PI416379584
F8A1,8263,A_23_P11262
UBL4A,8266,A_23_P335988
UBL4A,8266,A_23_P62361
TMEM187,8269,CUST_2241_PI416261804
TMEM187,8269,A_23_P85180
LAGE3,8270,CUST_837_PI416261804
LAGE3,8270,A_23_P73763
SLC10A3,8273,CUST_12503_PI416261804
USP9Y,8287,CUST_4407_PI416261804
USP9Y,8287,CUST_12551_PI416261804
USP9Y,8287,A_23_P137226
EPX,8288,CUST_396_PI417507815
EPX,8288,A_23_P89192
ARID1A,8289,A_24_P77219
ARID1A,8289,A_24_P92952
ARID1A,8289,A_23_P217872
HIST3H3,8290,CUST_5913_PI416261804
HIST3H3,8290,A_23_P137909
SERF1A,8293,A_23_P69868
HIST1H4I,8294,A_24_P20873
HIST1H4I,8294,CUST_526_PI416261804
TRRAP,8295,CUST_12409_PI416261804
TRRAP,8295,A_23_P94053
KLRC4,8302,CUST_4778_PI416261804
KLRC4,8302,A_23_P218058
SNN,8303,A_23_P152160
SNN,8303,A_24_P30923
ACOX2,8309,CUST_12537_PI416261804
ACOX2,8309,A_23_P10182
AXIN1,8312,CUST_16948_PI416261804
AXIN1,8312,A_24_P22488
AXIN2,8313,A_23_P148015
AXIN2,8313,A_24_P298027
BAP1,8314,A_24_P302898
BAP1,8314,A_23_P259012
BRAP,8315,CUST_16796_PI416261804
BRAP,8315,A_23_P53614
CDC45,8318,CUST_14491_PI416261804
FZD1,8321,A_23_P134502
FZD1,8321,A_24_P38276
FZD4,8322,A_24_P278621
FZD4,8322,A_23_P64617
FZD6,8323,CUST_11668_PI416261804
FZD6,8323,A_23_P123276
FZD7,8324,CUST_11308_PI416261804
FZD7,8324,A_23_P209449
FZD8,8325,CUST_10917_PI416261804
FZD8,8325,A_23_P396858
FZD9,8326,CUST_16643_PI416261804
FZD9,8326,A_23_P59613
HIST1H2AI,8329,A_24_P394510
HIST1H2AI,8329,A_23_P168014
HIST1H2AK,8330,A_24_P217848
HIST1H2AL,8332,CUST_527_PI416261804
HIST1H2AL,8332,A_23_P363174
HIST1H2AC,8334,A_23_P372860
HIST1H2AB,8335,CUST_1135_PI416261804
HIST1H2AB,8335,A_24_P223384
HIST1H2AM,8336,A_24_P86389
HIST1H2AM,8336,A_32_P221799
HIST2H2AC,8338,A_24_P8721
HIST2H2AC,8338,A_23_P301247
HIST1H2BG,8339,A_23_P167997
HIST1H2BG,8339,CUST_525_PI416261804
HIST1H2BL,8340,A_23_P8013
HIST1H2BN,8341,A_23_P402081
HIST1H2BN,8341,A_24_P524452
HIST1H2BM,8342,A_24_P3783
HIST1H2BF,8343,A_23_P42178
HIST1H2BE,8344,A_23_P30776
HIST1H2BH,8345,CUST_1366_PI416261804
HIST1H2BH,8345,A_23_P366216
HIST1H2BI,8346,A_23_P111041
HIST1H2BC,8347,A_23_P93180
HIST1H2BO,8348,CUST_1369_PI416261804
HIST1H2BO,8348,A_23_P59069
HIST2H2BE,8349,A_24_P156911
HIST2H2BE,8349,A_32_P143496
HIST2H2BE,8349,A_23_P149545
HIST2H2BE,8349,A_24_P148321
HIST1H3A,8350,A_23_P111037
HIST1H3A,8350,CUST_648_PI416261804
HIST1H3D,8351,CUST_524_PI416261804
HIST1H3D,8351,A_24_P217834
HIST1H3D,8351,A_23_P219045
HIST1H3C,8352,CUST_515_PI416261804
HIST1H3C,8352,A_23_P133814
HIST1H3E,8353,A_23_P70445
HIST1H3E,8353,CUST_8873_PI416261804
HIST1H3I,8354,A_24_P9321
HIST1H3I,8354,CUST_5953_PI416261804
HIST1H3G,8355,A_23_P42198
HIST1H3G,8355,CUST_1_PI416261804
HIST1H3J,8356,CUST_516_PI416261804
HIST1H3J,8356,A_23_P93282
HIST1H3H,8357,A_23_P333484
HIST1H3H,8357,CUST_8472_PI416261804
HIST1H3B,8358,A_23_P93258
HIST1H3B,8358,A_24_P174924
HIST1H4A,8359,CUST_517_PI416261804
HIST1H4A,8359,A_23_P431179
HIST1H4D,8360,CUST_518_PI416261804
HIST1H4D,8360,A_23_P395374
HIST1H4F,8361,A_23_P359540
HIST1H4F,8361,CUST_528_PI416261804
HIST1H4K,8362,A_23_P30813
HIST1H4J,8363,A_23_P30805
HIST1H4C,8364,CUST_519_PI416261804
HIST1H4C,8364,A_23_P214487
HIST1H4H,8365,A_23_P323685
HIST1H4H,8365,CUST_520_PI416261804
HIST1H4B,8366,CUST_521_PI416261804
HIST1H4B,8366,A_24_P166407
HIST1H4E,8367,CUST_522_PI416261804
HIST1H4E,8367,A_23_P415411
HIST1H4L,8368,CUST_523_PI416261804
HIST1H4L,8368,A_23_P70480
HIST1H4G,8369,A_24_P277673
HIST1H4G,8369,CUST_1917_PI416261804
HIST2H4A,8370,A_23_P436281
HIST2H4A,8370,CUST_6915_PI416261804
HYAL3,8372,CUST_7883_PI416261804
HYAL3,8372,A_23_P361405
NME5,8382,CUST_1298_PI416261804
NME5,8382,A_23_P156402
OR1A1,8383,A_23_P141665
OR1A1,8383,CUST_2246_PI416261804
OR1D4,653166,CUST_1575_PI416261804
OR1D4,653166,A_23_P15832
OR1D5,8386,CUST_1102_PI416261804
OR1E1,8387,CUST_1977_PI416261804
OR1E1,8387,A_23_P101073
OR1E2,8388,CUST_678_PI416261804
OR1G1,8390,CUST_9374_PI416261804
OR1G1,8390,A_23_P38634
OR3A3,8392,CUST_2232_PI416261804
OR3A3,8392,A_23_P107483
PIP5K1B,8395,CUST_8097_PI416261804
PIP5K1B,8395,A_32_P465742
PIP4K2B,8396,A_24_P245246
PIP4K2B,8396,A_23_P407115
PIP4K2B,8396,A_23_P362207
PLA2G10,8399,CUST_15004_PI416261804
PLA2G10,8399,A_23_P88767
SLC25A11,8402,CUST_737_PI416261804
SLC25A11,8402,A_23_P38497
SOX14,8403,A_23_P80662
SOX14,8403,CUST_4701_PI416261804
SRPX,8406,CUST_4833_PI416261804
SRPX,8406,A_23_P96383
TAGLN2,8407,A_32_P194848
TAGLN2,8407,A_23_P74138
ULK1,8408,A_24_P73370
ULK1,8408,A_23_P72550
UXT,8409,CUST_4762_PI416261804
UXT,8409,A_23_P159663
EEA1,8411,A_23_P64762
EEA1,8411,A_23_P76159
BCAR3,8412,CUST_7581_PI416261804
BCAR3,8412,A_23_P97394
ZFP37,7539,A_23_P254025
ZFPL1,7542,CUST_5079_PI416261804
ZFPL1,7542,A_23_P98232
ZFX,7543,A_24_P940524
ZFX,7543,A_24_P290527
ZFX,7543,A_23_P125639
ZIC1,7545,A_32_P86067
ZIC1,7545,A_23_P367618
ZIC2,7546,A_23_P36972
ZIC3,7547,CUST_9027_PI416261804
ZIC3,7547,A_23_P327910
ZNF3,7551,CUST_10250_PI416261804
ZNF3,7551,A_23_P111865
ZNF711,7552,A_23_P217297
ZNF711,7552,A_23_P340149
ZNF711,7552,A_23_P340148
ZNF7,7553,CUST_686_PI416261804
ZNF7,7553,A_23_P255805
ZNF8,7554,A_23_P130470
ZNF8,7554,A_23_P130466
ZNF10,7556,A_23_P203829
ZNF10,7556,A_24_P215475
ZNF33B,7582,CUST_1279_PI416261804
ZNF33B,7582,A_32_P61657
ZNF17,7565,CUST_5297_PI416261804
ZNF17,7565,A_24_P169544
ZNF19,7567,CUST_1281_PI416261804
ZNF19,7567,A_23_P500905
ZNF20,7568,A_23_P16242
ZNF22,7570,A_23_P384512
ZNF22,7570,A_23_P202458
ZNF23,7571,A_24_P935125
ZNF23,7571,A_24_P147252
ZNF23,7571,A_23_P89073
ZNF24,7572,A_24_P920188
ZNF24,7572,A_24_P113221
ZNF24,7572,A_23_P208041
ZNF24,7572,A_24_P339450
ZNF26,7574,A_23_P128060
ZNF26,7574,A_24_P21831
ZSCAN20,7579,CUST_6649_PI416261804
ZSCAN20,7579,A_23_P23102
ZNF33A,7581,A_24_P212129
ZNF33A,7581,A_24_P212127
ZNF35,7584,CUST_13198_PI416261804
ZNF35,7584,A_23_P211785
ZSCAN21,7589,CUST_5723_PI416261804
ZNF41,7592,CUST_5043_PI416261804
ZNF41,7592,CUST_17_PI416558187
ZNF41,7592,CUST_677_PI416408490
ZNF41,7592,A_23_P45234
ZNF43,7594,A_24_P912404
ZNF43,7594,A_23_P5234
ZNF43,7594,CUST_4255_PI416261804
ZNF45,7596,A_24_P68415
ZNF45,7596,A_23_P426472
ZBTB25,7597,CUST_1938_PI416261804
ZBTB25,7597,A_23_P48628
ZNF69,7620,CUST_1702_PI416261804
ZNF70,7621,CUST_6450_PI416261804
ZNF70,7621,A_24_P941625
ZNF74,7625,CUST_5444_PI416261804
ZNF75D,7626,A_23_P73708
ZNF75D,7626,A_23_P305938
ZNF75D,7626,A_23_P397635
ZNF75A,7627,CUST_5611_PI416261804
ZNF75A,7627,A_23_P129587
ZNF76,7629,CUST_11062_PI416261804
ZNF76,7629,A_23_P8139
ZNF79,7633,A_24_P128312
ZNF79,7633,A_23_P303763
ZNF80,7634,A_23_P256526
ZNF80,7634,CUST_1155_PI416261804
ZNF221,7638,CUST_1817_PI416261804
ZNF221,7638,A_23_P90320
ZNF85,7639,A_23_P67702
ZNF91,7644,A_23_P209146
ZNF124,7678,A_23_P52176
ZNF124,7678,CUST_96_PI417507815
MKRN3,7681,CUST_6420_PI416261804
MKRN3,7681,A_23_P21333
ZNF132,7691,CUST_12798_PI416261804
ZNF132,7691,A_24_P121846
ZNF134,7693,A_32_P73707
ZNF134,7693,A_23_P325661
ZNF135,7694,A_32_P224302
ZNF135,7694,A_23_P348227
ZNF136,7695,A_23_P147121
ZNF136,7695,A_23_P67312
ZNF140,7699,CUST_858_PI416261804
ZNF140,7699,A_23_P150841
ZNF141,7700,A_24_P402836
