gene_symbol,entrez_id,probe_name
SH3RF3,344558,A_24_P589266
FAM230I,388882,A_32_P499005
SLC39A10,57181,A_23_P119778
LOC401777,401777,A_24_P455060
WDR13,64743,CUST_10268_PI416261804
RTL8A,26071,A_24_P101629
OR7E5P,219445,A_23_P408930
ARHGEF2,9181,A_23_P51699
TMPRSS11A,339967,A_24_P109101
FBXL15,79176,A_23_P12635
MAGIX,79917,A_23_P84941
FLJ36000,284124,A_23_P339641
RWDD4,201965,A_24_P101561
LOC346329,346329,A_24_P127159
HGSNAT,138050,A_23_P112061
GASK1A,729085,A_23_P69154
SLC45A4,57210,CUST_56_PI416573500
SLC45A1,50651,A_32_P223059
RAET1K,646024,A_24_P857527
LRP12,29967,A_23_P8906
PARP9,83666,CUST_1206_PI416573500
LDB1,8861,A_23_P97892
NAA11,84779,A_23_P155890
TNIP3,79931,A_23_P386478
LOC100289490,100289490,A_24_P915734
USP17L8,392188,CUST_3383_PI416261804
STOML3,161003,A_23_P357983
SLC25A24P1,727941,A_24_P212549
PRAMENP,649179,A_24_P273180
C16orf90,646174,CUST_963_PI416573500
TBCCD1,55171,A_23_P121345
HSD17B13,345275,A_24_P362969
LOC100288929,100288929,A_32_P125135
LOC220729,220729,A_32_P227845
CD55,1604,A_23_P103951
SERPINE2,5270,A_23_P50919
NANOGNB,360030,CUST_1060_PI416573500
BEND7,222389,A_23_P312358
EWSR1,2130,A_32_P207054
LOC100288860,100288860,A_32_P80610
NEBL,10529,CUST_3551_PI416261804
RAD51D,5892,A_23_P500873
IGLON5,402665,CUST_586_PI417507815
PPP3CB,5532,CUST_521_PI416408490
MED24,9862,A_23_P124760
LOC285074,285074,A_24_P829541
MFRP,83552,A_23_P259292
LOC399753,399753,A_32_P65530
SMTNL1,219537,CUST_100_PI416573500
LOC100132977,100132977,CUST_4087_PI416261804
TMEM251,26175,CUST_6294_PI416261804
CLEC2L,154790,A_23_P42931
FLJ36848,647115,A_23_P344655
LNX1,84708,A_23_P213137
DUS3L,56931,A_23_P325547
CTDNEP1,23399,A_24_P142473
KLC2,64837,A_24_P227211
FAM86C2P,645332,A_32_P6221
ANKRD30BP2,149992,CUST_11629_PI416261804
BORCS7,119032,A_23_P305140
C5orf60,285679,CUST_922_PI416379584
CDK20,23552,A_23_P20752
TMEM87A,25963,A_24_P65098
COL6A2,1292,A_23_P211233
ZNF385B,151126,A_23_P334857
LOC100268168,100268168,CUST_11537_PI416261804
FSCN2,25794,A_23_P84496
LOC100290397,100290397,A_24_P392910
LOC344967,344967,A_24_P698136
LINC01197,400456,A_32_P43349
RC3H2,54542,A_23_P94636
LOC100128361,100128361,A_32_P93996
SKIL,6498,A_23_P351215
RPL28,6158,CUST_1156_PI416573500
TMEM218,219854,A_23_P1676
HSFX1,100506164,A_23_P96497
LOC100132831,100132831,A_32_P41496
HAR1A,768096,CUST_7122_PI416261804
CYTOR,112597,A_24_P6921
LSP1P5,645166,CUST_12314_PI416261804
LOC729317,729317,CUST_2656_PI416261804
LOC100289263,100289263,A_23_P254271
LRRC3C,100505591,A_24_P935608
TTC31,64427,A_23_P39813
ZNF727,442319,A_24_P897062
XXYLT1,152002,A_23_P345710
LOC727983,727983,A_24_P221674
FLNC,2318,A_24_P77968
MRPL34,64981,A_23_P5266
FAM178B,51252,CUST_6160_PI416261804
INSYN2B,100131897,CUST_749_PI416573500
TARM1,441864,CUST_779_PI416573500
LINC01101,84931,A_23_P16708
CYHR1,50626,A_24_P40978
XPC,7508,A_24_P88921
LIMS3,96626,CUST_13629_PI416261804
SCRN2,90507,CUST_10634_PI416261804
PENK,5179,A_23_P417918
KDM5C,8242,A_23_P62270
LOC393078,393078,A_24_P846988
PRSS54,221191,CUST_6167_PI416261804
HSDL1,83693,A_23_P206324
CTSLP6,642413,CUST_3529_PI416261804
LRRC63,220416,A_32_P58699
NCR1,9437,CUST_1077_PI416573500
FAM167A,83648,CUST_11272_PI416261804
MAFG-DT,92659,A_24_P136629
DTX2,113878,CUST_1174_PI416573500
SNRK,54861,A_23_P211985
KLC1,3831,A_23_P2873
VSTM2B,342865,A_23_P142201
GLB1L3,112937,A_32_P741851
MUC3,100133790,A_24_P626932
FAM230A,653203,CUST_4351_PI416261804
SLC50A1,55974,CUST_4809_PI416261804
SYNPO2L,79933,A_23_P355517
C6orf201,404220,A_24_P350303
MFSD2B,388931,CUST_69_PI416573500
PWAR5,8123,A_24_P921610
RPL23AP82,284942,A_32_P190568
GALNT9,50614,A_23_P252462
FAM86DP,692099,CUST_66_PI417507815
ALG1L2,644974,CUST_8185_PI416261804
DST,667,A_23_P303718
TMEM253,643382,CUST_1237_PI416573500
EVI5L,115704,A_23_P101427
MGC16275,85001,A_32_P315395
IQSEC3P3,728056,A_23_P349373
IFT81,28981,A_23_P72680
ADAM29,11086,A_23_P95536
CTBP2P4,642909,A_24_P229903
PDE6B,5158,A_23_P10743
TMEM198B,440104,A_24_P596027
NAF1,92345,A_24_P223163
PSMA3-AS1,379025,A_24_P495122
AATBC,284837,A_32_P738377
UVSSA,57654,CUST_5834_PI416261804
FAM138F,641702,A_32_P923011
FLJ23867,200058,A_23_P380266
KRT8P41,283102,A_24_P489690
IPCEF1,26034,A_24_P940059
FAM86B1,85002,CUST_10733_PI416261804
RBM17,84991,A_23_P35645
PACRG,135138,A_23_P170901
ABCD4,5826,A_23_P37327
SCAF4,57466,A_23_P6223
POM121L1P,25812,A_23_P6355
BEX4,56271,A_24_P40551
SDC3,9672,CUST_13936_PI416261804
FAM153B,202134,A_32_P84369
TCOF1,6949,A_23_P310317
ADM5,199800,A_23_P27688
ZNF252P-AS1,286103,A_32_P935906
MYOM2,9172,A_23_P258912
IGSF5,150084,A_32_P98739
RRP12,23223,A_23_P24192
MRGPRG-AS1,283303,A_23_P406458
MAPK8IP1P2,644172,A_24_P409595
SEC14L1,6397,CUST_659_PI417507815
MTO1,25821,A_23_P145068
ZSWIM6,57688,A_23_P410859
CDC16,8881,A_23_P88083
TTLL10,254173,A_24_P165545
LINC00942,100292680,A_32_P213342
MROH1,727957,CUST_856_PI416573500
TEX264,51368,A_23_P41009
MAST3,23031,A_23_P426196
C16orf96,342346,CUST_1009_PI416379584
BEST1,7439,A_23_P104996
SIX6,4990,CUST_10418_PI416261804
AATK,9625,CUST_4152_PI416261804
H2BFXP,767811,CUST_7424_PI416261804
SLC7A3,84889,A_23_P159851
ZNF414,84330,A_23_P340922
LINC02210,147081,A_24_P305038
SH3YL1,26751,A_23_P68198
VDAC1P1,642585,A_32_P102252
PRMT1,3276,CUST_2973_PI416261804
LOC100290622,100290622,A_23_P166360
VSIG10L2,338667,CUST_3668_PI416261804
FARS2,10667,CUST_7831_PI416261804
AURKAIP1,54998,CUST_16385_PI416261804
FBXL13,222235,A_23_P379071
TSPO2,222642,CUST_1317_PI416573500
MKRN1,23608,A_24_P29703
ACSF3,197322,A_23_P259797
MIR4453HG,54553,A_23_P413303
SREK1,140890,A_24_P191833
RPL23AP82,284942,A_24_P255253
FBLN7,129804,A_23_P102462
DNM1P46,196968,A_24_P110141
LOC100288550,100288550,A_32_P184796
NPM1P39,440577,A_32_P162306
WBP11P1,441818,A_23_P105519
LPAR5,57121,A_23_P204375
MCMDC2,157777,CUST_807_PI416573500
SLAIN2,57606,A_23_P303423
CFLAR,8837,A_24_P120115
C2,717,A_23_P133916
RBM34,23029,A_23_P436476
MANSC4,100287284,CUST_1204_PI416573500
LYRM1,57149,A_23_P54929
LRRC72,100506049,A_32_P222149
DYNC1I2P1,728532,CUST_244_PI416408490
EBP,10682,A_23_P171077
LINC00598,646982,A_24_P153701
LOC284861,284861,A_24_P92451
CCDC144NL,339184,CUST_585_PI417507815
LINC00652,29075,A_23_P68577
MKI67,4288,A_24_P346855
ZNF728,388523,A_24_P358868
ATP6V0E2,155066,A_23_P61960
ZNF836,162962,A_23_P27404
NBEAL2,23218,A_23_P409168
KIR3DL1,3811,A_24_P117147
ZNF812P,729648,A_32_P33434
BPIFA4P,317716,A_24_P194278
USP43,124739,A_24_P310009
EFCAB3,146779,A_32_P515971
MIR924HG,647946,A_32_P72181
SYCE1,93426,A_23_P115805
PNISR,25957,A_23_P122615
HNRNPA1P12,644037,A_24_P32849
C7orf57,136288,A_32_P3955
LOC100133593,100133593,A_23_P30870
PLXNB1,5364,A_23_P57961
TDRD6,221400,CUST_3094_PI416261804
C12orf77,196415,CUST_95_PI416573500
CANT1,124583,A_23_P26759
PLEKHM2,23207,A_23_P351342
NEIL2,252969,A_23_P94128
ZNF726,730087,A_24_P15965
LOC100190986,100190986,A_24_P693321
GTF2IP1,2970,A_32_P141374
PQLC2L,152078,A_32_P516818
KCTD19,146212,CUST_504_PI416573500
RTBDN,83546,CUST_62_PI416261804
TGFA,7039,A_23_P377291
ENG,2022,A_23_P83328
TEDC1,283643,CUST_9769_PI416261804
FAHD1,81889,CUST_6364_PI416261804
LILRA2,11027,A_23_P142205
COMMD5,28991,A_23_P20255
BEGAIN,57596,A_23_P72127
LOC642661,642661,A_24_P178093
HPX-2,652764,A_24_P911288
CHCHD3,54927,A_32_P159150
LINC00471,151477,A_32_P377032
UGT2A2,574537,CUST_809_PI416573500
C7orf25,79020,A_24_P300483
CEBPA-DT,80054,A_23_P5018
ZNF787,126208,A_23_P78835
SLITRK2,84631,A_23_P217277
UBXN7,26043,A_23_P358221
MFSD10,10227,A_23_P41246
RPTN,126638,A_23_P303286
STIL,6491,A_23_P51966
MOV10,4343,A_23_P161125
SRCIN1,80725,CUST_4000_PI416261804
C15orf61,145853,A_23_P26143
ASPDH,554235,A_24_P690811
MEGF9,1955,A_32_P129894
ERVW-1,30816,A_23_P11119
TBC1D12,23232,A_23_P24215
PLLP,51090,A_23_P43763
NEXN-AS1,374987,A_24_P110780
LOC100129034,100129034,A_32_P91042
CDKL3,51265,A_23_P110643
PPP1R14D,54866,A_23_P129312
ANTXR2,118429,A_24_P345846
ST13P18,643310,A_32_P126338
AFAP1-AS1,84740,A_23_P110276
C3orf49,132200,A_23_P362810
CES1P1,51716,A_23_P374892
ROBO1,6091,A_23_P80503
HHIP-AS1,646576,A_32_P115050
ANKLE2,23141,A_23_P10858
PPP2R5C,5527,A_23_P205236
LOC100288721,100288721,A_32_P705540
ABCC3,8714,CUST_1328_PI416573500
RANBP3L,202151,A_23_P144929
C8orf66,619427,A_24_P247269
CNGB1,1258,A_24_P229588
FCAMR,83953,CUST_15111_PI416261804
SEPHS2P1,100420190,A_24_P806076
GIMAP6,474344,A_23_P145631
TRIM75P,391714,CUST_105_PI416573500
GLRA2,2742,CUST_285_PI416408490
XPA,7507,CUST_14393_PI416261804
ANP32A-IT1,80035,A_23_P14649
GYG2,8908,A_23_P217704
SPECC1L,23384,A_23_P380627
LOC339803,339803,A_32_P49728
TVP23C,201158,A_23_P118516
TMEM72,643236,A_24_P704446
CAVIN1,284119,A_23_P141376
AGAP11,119385,A_32_P211363
CLRN2,645104,CUST_758_PI416573500
DAOA,267012,A_23_P351203
LAX1,54900,A_23_P438
UQCRBP1,442454,CUST_542_PI417507815
EQTN,54586,A_24_P100650
TMEM14B,81853,CUST_3543_PI416261804
CBWD1,55871,A_24_P573533
C2orf74,339804,A_24_P601972
GSTK1,373156,A_23_P20107
DYNC2H1,79659,A_23_P147397
ACSS2,55902,A_23_P210900
ADCK1,57143,A_23_P25945
SLC9A3R2,9351,A_24_P364838
C1orf68,100129271,CUST_663_PI416573500
C22orf46,79640,A_23_P132341
AP4S1,11154,A_24_P12281
MYO9B,4650,A_24_P246173
LINC00654,149837,A_32_P174156
PROX2,283571,CUST_237_PI416573500
NREP,9315,CUST_4_PI416408490
LRRFIP2,9209,A_23_P211806
LINC00654,149837,A_23_P429527
RPAIN,84268,A_23_P66766
LOC728853,728853,CUST_4226_PI416261804
TENM4,26011,A_24_P342312
SALL1,6299,A_23_P328074
WRAP53,55135,A_23_P55064
KBTBD13,390594,CUST_91_PI416573500
ROR1,4919,A_24_P410605
CALB2,794,A_23_P21092
GSTM4,2948,A_24_P396660
EGFEM1P,93556,A_24_P68183
NPIPA5,100288332,A_32_P215170
CICP26,648262,A_32_P41375
GIT1,28964,A_23_P100912
METTL24,728464,CUST_587_PI416573500
PATE3,100169851,CUST_958_PI416573500
LOC100133337,100133337,A_23_P27215
MS4A2,2206,CUST_1178_PI416573500
CCDC137,339230,A_24_P230176
CHEK1,1111,CUST_160_PI416408490
ATG101,60673,A_23_P116840
IL17RC,84818,A_23_P166775
TUBB2B,347733,A_24_P314477
C16orf92,146378,A_32_P48559
LOC728601,728601,CUST_132_PI417507815
PARN,5073,A_23_P113026
PIN1P1,5301,A_23_P266
PSMA4,5685,A_24_P124992
CCDC40,55036,A_24_P160680
PPBPP2,10895,A_24_P320163
LOC100289861,100289861,A_32_P124833
SRP9,6726,A_32_P151594
WIZ,58525,A_23_P405531
ILF3,3609,A_23_P434944
INTS14,81556,CUST_7628_PI416261804
LOC171391,171391,A_23_P412427
TOMM5,401505,CUST_6634_PI416261804
POPDC3,64208,A_23_P358597
KIAA1841,84542,A_23_P340382
DTX2P1-UPK3BP1-PMS2P11,441263,A_24_P6911
LOC653653,653653,A_24_P937306
SPNS1,83985,A_24_P339153
SMIM20,389203,A_24_P341222
LOC100134256,100134256,CUST_4568_PI416261804
C5orf49,134121,CUST_658_PI416573500
PLS3,5358,A_23_P250607
CAMSAP3,57662,A_23_P394043
ABCC4,10257,A_24_P16913
SH2D4B,387694,A_24_P273489
SGCE,8910,A_23_P254626
LOC100287081,100287081,A_24_P196774
SPDYE8P,389517,A_24_P333136
SLC50A1,55974,A_24_P88565
NOBOX,135935,CUST_1347_PI416573500
ZNF479,90827,CUST_3302_PI416261804
FDPS,2224,A_32_P95223
GFOD1,54438,CUST_561_PI417507815
DIS3L,115752,A_23_P65741
CITED1,4435,A_23_P73526
PLAGL1,5325,A_23_P8175
ANKRD53,79998,A_24_P162979
KCNU1,157855,CUST_740_PI416573500
CTNNB1,1499,A_23_P29499
MTFR1L,56181,A_23_P97195
ST13P2,344328,A_24_P24912
FAM238C,387644,A_32_P56397
SRP54,6729,A_23_P162945
CCNA1,8900,A_23_P48414
TCF7,6932,A_23_P7582
NUDT16P1,152195,A_24_P626981
DNAH6,1768,A_23_P324605
GAP43,2596,CUST_282_PI416408490
RPSAP9,653162,A_24_P508410
DPY19L2P2,349152,A_32_P78385
METTL23,124512,A_24_P921477
CRISP2,7180,A_32_P173662
FBXO43,286151,CUST_904_PI416573500
KCNK16,83795,A_23_P253503
ETV4,2118,A_23_P431776
LOC440839,440839,A_24_P367439
C1orf185,284546,CUST_819_PI416573500
SMAD9,4093,A_23_P2814
MFAP2,4237,A_23_P1029
HIKESHI,51501,A_23_P139396
ACOX3,8310,A_23_P316381
ATP13A2,23400,A_24_P131222
LOC100131416,100131416,A_23_P104641
AMIGO2,347902,A_23_P14083
NFKB2,4791,A_23_P202156
RFX8,731220,CUST_1087_PI416573500
DPEP1,1800,A_23_P152262
SWT1,54823,A_23_P96936
SLC5A9,200010,A_24_P242581
ANKRD65,441869,A_24_P311063
DRC3,83450,A_23_P255701
AMN1,196394,A_24_P100830
FAM238C,387644,A_24_P541831
PRR20A,122183,CUST_666_PI416573500
SH2D3C,10044,A_23_P71928
LOC100289070,100289070,A_24_P290833
SPATA31C1,441452,CUST_476_PI416573500
ABHD17C,58489,A_23_P369701
CCNK,8812,A_23_P3186
LOC440181,440181,A_24_P229726
GRAMD2B,65983,A_23_P22350
TUBB2B,347733,A_32_P3545
AQP4-AS1,147429,A_23_P435649
SH3RF3-AS1,100287216,A_24_P734341
DCTN4,51164,A_23_P251945
GPATCH3,63906,A_23_P149419
LINC00957,255031,A_24_P24183
ZNF195,7748,A_23_P252748
KIRREL3,84623,CUST_11387_PI416261804
MARVELD1,83742,A_23_P138725
PRSS47,138652,A_24_P194819
LOC100128164,100128164,A_24_P892612
LOC100131289,100131289,CUST_3086_PI416261804
RELA,5970,A_23_P104689
SYNPR,132204,CUST_628_PI416408490
PHTF2,57157,A_24_P175176
DNMT1,1786,A_24_P408083
KIRREL3-AS3,283165,A_32_P389770
LOC650157,650157,A_24_P332651
LOC646513,646513,A_24_P933794
RTL8C,8933,A_24_P156566
SIRPB2,284759,A_24_P202840
KIF13A,63971,CUST_1249_PI416573500
CFAP97,57587,A_23_P318581
LOC284412,284412,CUST_4206_PI416261804
UBTFL1,642623,CUST_854_PI416573500
MTHFD2L,441024,A_23_P112846
FLT1,2321,A_24_P576191
NENF,29937,CUST_9698_PI416261804
SNRPGP15,100130932,CUST_146_PI417507815
CAB39,51719,A_23_P79426
STAG3L4,64940,A_23_P111480
CFHR1,3078,A_24_P336510
E2F5,1875,CUST_14484_PI416261804
TPTE2,93492,CUST_8522_PI416261804
ARL17A,51326,A_23_P207680
SCEL,8796,A_23_P500000
C11orf86,254439,A_24_P392151
ZNF876P,642280,A_32_P930685
DERL3,91319,CUST_772_PI416573500
MGC15885,197003,A_23_P410469
FLJ39061,165057,CUST_300_PI417507815
EMC8,10328,A_23_P106859
LINC00889,158696,A_23_P360268
LOC644852,644852,A_24_P418099
PBX3,5090,A_23_P71821
BTNL10,100129094,A_24_P42039
PTMAP11,441454,CUST_4562_PI416261804
C12orf65,91574,A_23_P339003
ANKRD30BL,554226,A_24_P281665
STMN1,3925,A_24_P342511
CTAGE10P,220429,A_24_P358054
DKFZP434K028,26070,A_32_P327679
CHFR,55743,A_23_P344037
LOC100287166,100287166,A_32_P459529
TEN1,100134934,CUST_699_PI416573500
CCDC85C,317762,A_23_P37391
GTPBP3,84705,A_23_P28068
LINC01011,401232,A_24_P229389
FAM237A,200726,A_24_P783008
LOC100130940,100130940,A_24_P874052
FLJ39061,165057,A_32_P174441
GSTK1,373156,CUST_1172_PI416573500
NAT1,9,A_23_P95594
CLEC18A,348174,CUST_11964_PI416261804
SEC16A,9919,A_23_P251303
NDUFAF7,55471,A_23_P28318
PEX5,5830,A_23_P48246
CROCC,9696,CUST_454_PI416408490
PLEKHB1,58473,A_23_P53211
SLC39A12,221074,CUST_10814_PI416261804
FRMD1,79981,A_23_P81717
ANKRD20A7P,653436,CUST_3488_PI416261804
HOXA-AS2,285943,A_23_P303978
DSG4,147409,A_32_P538928
CLGN,1047,A_23_P18684
TCTN2,79867,A_23_P64712
LOC442293,442293,A_24_P66932
IGHV5-78,28387,A_23_P343900
DOK4,55715,A_23_P77381
AFG3L1P,172,A_23_P355289
CYAT1,100290481,A_24_P204574
C6orf132,647024,A_32_P218355
RPL28,6158,A_23_P208358
GUSBP3,653188,A_32_P39003
NDUFAF4,29078,CUST_634_PI417507815
PNRC2,55629,A_23_P103201
HLA-F,3134,A_23_P145264
TTC39A,22996,A_23_P160214
RETREG3,162427,A_24_P185158
MIR17HG,407975,A_24_P529168
ACAA1,30,CUST_11701_PI416261804
PTGR1,22949,A_23_P157809
LOC100128100,100128100,CUST_4003_PI416261804
TSHR,7253,A_24_P42557
SH2D7,646892,CUST_782_PI416573500
C1GALT1C1L,728819,CUST_92_PI416573500
ELN,2006,A_23_P215454
TTLL6,284076,A_24_P10444
ACBD4,79777,A_23_P107166
ASB10,136371,A_23_P427634
PRH1,5554,A_23_P62042
NBPF11,200030,A_24_P135061
TRIM48,79097,A_24_P16353
C2orf83,56918,A_23_P258748
OXR1,55074,A_24_P221445
ST6GALNAC3,256435,CUST_1319_PI416573500
GRM8,2918,CUST_13255_PI416261804
ATXN7L3,56970,A_23_P421935
COPB1,1315,A_23_P138899
SMIM10L2B-AS1,100287728,A_24_P195544
MIR31HG,554202,A_32_P82462
LMNTD1,160492,CUST_1085_PI416573500
CPA5,93979,CUST_8159_PI416261804
INAFM1,255783,A_23_P339744
PLCL2,23228,A_23_P80594
GUSBP3,653188,A_24_P649357
ZNF66,7617,A_24_P928489
LOC390760,390760,CUST_4082_PI416261804
SPRY4,81848,A_24_P269062
NSA2,10412,A_24_P92973
ATP5MPL,9556,CUST_5610_PI416261804
RBIS,401466,CUST_669_PI416573500
ZNF251,90987,A_23_P418204
SERHL,94009,A_24_P340696
LOC392555,392555,A_24_P587621
TMEM91,641649,CUST_155_PI416573500
CCDC81,60494,A_23_P128008
MANEAL,149175,A_23_P391228
C6,729,A_23_P92928
LARP1BP1,644578,CUST_370_PI417507815
SLC38A8,146167,CUST_463_PI416573500
TRIM77,390231,CUST_1194_PI416573500
LAMA2,3908,A_23_P70719
EYS,346007,A_32_P480330
VRK2,7444,CUST_10206_PI416261804
LOC728297,728297,CUST_3445_PI416261804
VPS53,55275,A_24_P279489
UBXN11,91544,A_23_P11936
CUL4B,8450,A_23_P148463
GLYATL1P4,643637,A_24_P229426
GUSBP1,728411,A_32_P190294
IQCG,84223,A_23_P300070
HOTAIR,100124700,A_32_P168442
TDRD3,81550,A_32_P187617
LOC100133794,100133794,CUST_4395_PI416261804
C3orf80,401097,A_23_P305245
PRKD2,25865,A_23_P78802
GINS3,64785,A_24_P159323
FAM160B1,57700,A_24_P325107
ZFP57,346171,A_32_P80245
ZDHHC7,55625,A_23_P129389
KIAA1107,23285,A_23_P332584
ABHD17A,81926,A_24_P761457
RGSL1,353299,A_32_P355943
CCDC169,728591,CUST_1327_PI416573500
PABPN1L,390748,CUST_834_PI416573500
ITGA6,3655,A_23_P210176
CCND3,896,A_23_P361773
BRWD1-IT2,257357,A_23_P372368
HMSD,284293,CUST_13_PI416987708
LNP1,348801,CUST_540_PI416573500
SPATC1,375686,CUST_704_PI416573500
LINC00917,732275,A_23_P302302
HHATL,57467,A_23_P255298
RPUSD3,285367,A_23_P255916
ZNF83,55769,A_23_P89145
GRXCR2,643226,CUST_761_PI416573500
PM20D1,148811,A_23_P138328
EIF3J-DT,645212,A_32_P22501
LOC100287430,100287430,A_24_P41180
LOC100132658,100132658,A_24_P246777
LOC100288908,100288908,A_24_P289709
LINC01102,150568,A_24_P709476
NDUFA10,4705,A_23_P120182
ZNF767P,79970,A_23_P323143
C3orf84,646498,CUST_1_PI416987708
LRRCC1,85444,A_23_P157527
LINC00205,257103,A_24_P83075
SLCO5A1,81796,A_23_P135669
MED18,54797,A_23_P138105
LOC100287241,100287241,CUST_3423_PI416261804
LPAR6,10161,A_23_P2705
PLIN4,729359,A_23_P27846
CCDC169,728591,CUST_1329_PI416573500
LOC100289586,100289586,A_32_P120014
PCMTD2,55251,A_23_P210829
SBNO2,22904,A_23_P5273
NIF3L1,60491,CUST_12883_PI416261804
MUC3A,4584,CUST_4582_PI416261804
PSMA1,5682,CUST_933_PI416573500
SUGT1,10910,A_23_P162787
BPHL,670,A_23_P42087
NOL8,55035,A_23_P71591
FMO5,2330,A_23_P233
INO80C,125476,A_24_P117954
LOC401805,401805,A_24_P144773
FLJ40292,643210,A_24_P93736
CICP22,100288083,A_32_P213637
LOC100293440,100293440,A_24_P510357
CLK1,1195,A_23_P16817
MKNK1,8569,A_23_P200126
TXNDC16,57544,A_23_P398836
PMS1,5378,A_23_P40059
TMEM67,91147,A_23_P429581
GDI2,2665,A_23_P161446
LOC286238,286238,CUST_79_PI416573500
APBA2,321,A_23_P146849
PLAC8,51316,A_24_P183128
TMEM150B,284417,CUST_1059_PI416573500
LOC727916,727916,A_32_P120791
NKAPD1,55216,A_23_P24529
CD164,8763,A_23_P254756
TMEM202,338949,A_23_P26062
NEU1,4758,CUST_13732_PI416261804
WDR47,22911,A_23_P23748
BCLAF1,9774,A_24_P80915
NCF1,653361,A_23_P42746
ARSA,410,A_23_P255436
LOC541473,541473,A_32_P102519
PRSS41,360226,CUST_1035_PI416573500
TENT5A,55603,CUST_4796_PI416261804
MBD3L2,125997,A_23_P378450
PET100,100131801,A_23_P391689
DPY19L1,23333,A_23_P358628
FRMPD2,143162,A_23_P86710
RPSAP52,204010,A_24_P465772
LOC643797,643797,A_24_P933685
SRSF6,6431,A_32_P182609
CES5AP1,649264,CUST_4373_PI416261804
POU1F1,5449,A_23_P155539
POM121L1P,25812,A_32_P14692
CYP2C18,1562,A_23_P52480
HERC2P4,100289574,A_24_P792130
LINC00319,284836,A_32_P214178
NXPE4,54827,A_23_P320216
PPIAP74,131055,A_24_P161403
ATXN1,6310,A_24_P294842
SGSM2,9905,A_24_P92256
C9orf47,286223,A_24_P316601
LOC100133583,100133583,A_32_P191417
LINC01140,339524,A_23_P383590
RGS4,5999,CUST_537_PI416408490
LOC100130107,100130107,A_23_P144497
C7orf13,129790,A_23_P31218
LINC00324,284029,A_23_P362191
THOC6,79228,A_23_P37949
PLSCR4,57088,A_23_P91910
CAMK2D,817,A_23_P144458
HLA-DQB2,3120,A_23_P19510
KDM4C,23081,A_24_P93754
CARNS1,57571,A_23_P344884
RCC1,1104,A_23_P46309
LPXN,9404,A_23_P87150
LOC100129852,100129852,A_32_P86180
ALKBH2,121642,CUST_11620_PI416261804
DCDC2B,149069,CUST_76_PI416573500
REG4,83998,A_23_P400310
EIF3LP3,340947,A_24_P177653
YBX3,8531,A_24_P625382
ARL13A,392509,CUST_619_PI416573500
PTGES2-AS1,389791,A_32_P775081
TAS2R46,259292,CUST_1133_PI416573500
LCE6A,448835,CUST_622_PI416573500
PTGR2,145482,A_23_P48705
NCBP2AS2,152217,A_23_P6708
UNC80,285175,A_24_P817863
SYNE3,161176,A_23_P411851
ARIH2OS,646450,A_24_P76018
SBK2,646643,A_23_P142031
CALHM2,51063,A_23_P202219
JAKMIP1,152789,CUST_1296_PI416573500
ACVR1,90,A_23_P79221
PDZK1P1,728939,CUST_7368_PI416261804
REXO5,81691,A_23_P49459
LOC100289454,100289454,CUST_512_PI416573500
SMARCAD1,56916,A_23_P213255
SMIM10L2A,399668,A_24_P418250
LOC100287872,100287872,A_23_P119266
SKA2,348235,A_23_P301079
SMIM32,389332,A_24_P289665
ERICH6B,220081,A_32_P470868
XRRA1,143570,A_23_P350172
TRMT61B,55006,CUST_10642_PI416261804
EHBP1L1,254102,A_23_P148121
LINC01106,151009,A_24_P163009
LOC343052,343052,A_24_P169524
LOC100287161,100287161,CUST_4369_PI416261804
LOC100133211,100133211,CUST_9898_PI416261804
TRIM51,84767,A_23_P150483
KIAA1671,85379,A_23_P309619
TLE3,7090,A_23_P342934
AP1AR,55435,A_23_P69791
RBM23,55147,A_23_P88249
SNHG29,125144,CUST_12934_PI416261804
ARHGEF3,50650,A_23_P143885
DPH5,51611,A_23_P148821
PLA2G2A,5320,A_23_P321949
LOC646762,646762,A_24_P911310
FBXW12,285231,CUST_1313_PI416573500
HMX3,340784,CUST_623_PI416573500
EFTUD2,9343,A_23_P55190
SMARCD2,6603,A_23_P66487
LEXM,163747,A_24_P94319
CCSER1,401145,A_32_P306678
LOC100294033,100294033,A_24_P380628
C5orf47,133491,A_24_P410721
TRIM64B,642446,CUST_3630_PI416261804
LOC100133280,100133280,A_24_P409904
LOC100288058,100288058,A_24_P915864
LOC100287641,100287641,A_24_P935506
CDK10,8558,A_23_P152245
AGAP4,119016,A_32_P8881
PHACTR2-AS1,285740,CUST_11807_PI416261804
AP5M1,55745,A_23_P37265
LOC100289525,100289525,A_24_P200694
C10orf131,100127889,CUST_1131_PI416573500
LOC392196,392196,CUST_3315_PI416261804
CC2D2A,57545,A_23_P348383
TGFB2,7042,A_24_P148261
TMEM35B,100506144,A_24_P370670
LOC100133280,100133280,A_24_P33575
MILR1,284021,A_24_P33982
KCTD8,386617,CUST_11641_PI416261804
BPESC1,60467,A_23_P254558
LOC388237,388237,A_23_P393401
LOC100287799,100287799,A_23_P423543
PCID2,55795,A_23_P25644
HNRNPUL2,221092,A_23_P409626
MFSD2A,84879,A_23_P43820
TAZ,6901,A_23_P62371
ADGRF3,165082,A_23_P68311
IQCC,55721,A_23_P74162
ACO1,48,A_23_P9415
DRGX,644168,CUST_82_PI416573500
ADORA3,140,A_23_P126540
